,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,-28.383625000000002,-22.519124999999992,-14.940312500000001,-12.403999999999998,-11.485875,-12.891187500000001,-11.65925,-13.254,-11.505125,-13.366187499999999,-12.121437499999999,-12.42625,-13.006499999999999,-11.353562500000002,-11.365187500000001,-12.46575,-12.521625000000002,-13.8180625,-14.658125000000004,-12.469312499999997,-11.522499999999999,-11.502437500000001,-13.541437499999999,-12.076062499999999,-13.785874999999999,-11.353187499999999,-11.812,-12.2585625,-12.919624999999998,-12.754937499999999,-12.80575,-11.894437499999997,-12.1995625,-12.9088125,-12.517375,-12.288,-13.639312499999997,-12.827062499999997,-12.677625,-13.093625000000001,-12.267562499999999,-13.415187499999998,-13.181749999999997,-13.372062500000002,-14.03225,-13.7984375,-14.1965,-12.92875,-13.861625,-12.477125000000001,-12.790687499999997,-12.684687499999999,-12.0294375,-12.7131875,-12.184374999999998,-13.9701875,-18.147875000000003,-17.4095625,-17.4666875,-17.956375,TRAAAAW128F429D538,Pop_Rock
1,-20.777666666666665,-12.169,-12.737444444444442,-14.234222222222222,-11.210888888888888,-15.134888888888888,-11.392888888888889,-12.31322222222222,-12.20577777777778,-10.098666666666666,-9.986666666666666,-9.196222222222222,-10.838555555555555,-9.052777777777777,-10.325000000000001,-9.111,-13.476555555555557,-11.069777777777778,-13.279777777777777,-10.333777777777778,-12.429555555555556,-11.44222222222222,-11.243888888888888,-10.81722222222222,-10.442222222222222,-11.906666666666666,-11.076666666666668,-12.675000000000002,-10.916555555555554,-15.178777777777775,-13.391666666666666,-16.829666666666665,-13.099555555555556,-14.657000000000002,-14.983888888888888,-14.047666666666665,-12.567333333333332,-10.76088888888889,-11.982999999999997,-12.60877777777778,-14.465222222222224,-11.182777777777776,-12.415999999999999,-9.84388888888889,-10.682444444444446,-9.659777777777778,-10.202222222222222,-10.808555555555555,-10.93511111111111,-10.058333333333334,-11.939,-8.721,-9.626111111111111,-9.365333333333332,-8.574111111111112,-9.239333333333333,-9.076777777777778,-7.657,-13.285777777777778,-24.130000000000003,TRAAABD128F429CF47,Rap
2,-10.34,-9.94453846153846,-9.734615384615385,-9.427769230769231,-10.086846153846153,-9.79976923076923,-9.392076923076923,-12.250692307692312,-9.576846153846153,-9.82276923076923,-9.828461538461537,-11.287538461538462,-10.739538461538462,-9.15746153846154,-12.217153846153845,-11.881307692307692,-9.73223076923077,-10.364923076923077,-9.158,-11.705307692307693,-10.434846153846154,-9.733384615384615,-10.930615384615383,-8.90176923076923,-9.555000000000001,-9.664692307692308,-9.487692307692308,-10.343923076923078,-9.918923076923077,-9.94253846153846,-9.62169230769231,-10.735384615384616,-10.309153846153844,-13.080384615384617,-12.697846153846154,-10.40469230769231,-9.486923076923079,-9.338461538461539,-10.543384615384618,-10.58,-10.153999999999998,-11.536538461538461,-11.308384615384616,-9.863076923076923,-10.626769230769233,-9.85153846153846,-12.011846153846152,-9.447000000000001,-10.353461538461538,-10.752923076923079,-10.54669230769231,-12.492923076923075,-10.59853846153846,-8.29953846153846,-10.245461538461537,-7.561615384615384,-8.078384615384616,-7.540846153846155,-8.669538461538462,-8.363307692307693,TRAAAEF128F4273421,Country
3,-12.95318181818182,-8.804636363636364,-8.237545454545453,-9.575,-10.742909090909091,-9.502363636363636,-8.558,-10.144454545454545,-9.494727272727273,-7.593545454545454,-5.236909090909091,-5.176363636363636,-5.764181818181818,-5.810727272727273,-5.496272727272727,-5.3839999999999995,-5.781545454545455,-5.5280000000000005,-5.579909090909092,-5.699090909090909,-5.9630909090909086,-5.246727272727273,-4.363818181818182,-5.033,-4.771,-5.114,-4.323090909090909,-4.398363636363636,-5.410727272727272,-5.699454545454547,-5.17209090909091,-6.07109090909091,-5.9683636363636365,-6.504090909090909,-7.426636363636363,-7.703636363636363,-6.621090909090909,-6.840545454545455,-6.493181818181818,-5.4169090909090905,-6.2775454545454545,-4.989454545454546,-4.582363636363636,-4.3940909090909095,-5.018181818181818,-4.731818181818182,-4.917909090909091,-4.246,-5.176363636363637,-3.8823636363636367,-6.142363636363637,-7.760818181818181,-7.830090909090909,-7.306363636363637,-7.041909090909092,-6.867272727272726,-5.043727272727273,-5.236727272727274,-5.252,-5.263727272727272,TRAAAFD128F92F423A,Pop_Rock
4,-21.482125,-14.728,-15.863874999999998,-19.374999999999996,-21.77775,-24.405375,-19.0525,-14.735249999999999,-15.064375,-16.855,-19.354499999999998,-16.791874999999997,-21.161500000000004,-16.52325,-20.964125,-19.41125,-14.588625,-15.8965,-17.340625000000003,-18.721875,-18.527125,-21.290875,-23.53725,-18.70525,-20.535999999999998,-28.00675,-26.803375,-24.026999999999997,-30.266375000000004,-30.650125,-37.463,-25.618249999999993,-20.536500000000004,-30.435875,-31.770625000000003,-33.30075,-35.439875,-30.20975,-28.415125,-26.07125,-29.4945,-29.8125,-19.3285,-25.150625,-18.00125,-17.65375,-16.549999999999997,-15.6855,-24.69625,-23.099625000000003,-34.96975,-30.053,-31.273374999999998,-30.962999999999994,-32.371249999999996,-29.58525,-26.595499999999998,-26.56025,-28.028875,-23.523374999999994,TRAAAMQ128F1460CD3,Pop_Rock
5,-49.288466666666665,-36.23300000000001,-29.265466666666672,-23.857933333333335,-17.356066666666667,-14.673866666666665,-14.127400000000002,-13.918733333333334,-13.703533333333333,-15.08693333333333,-14.678466666666667,-15.582600000000001,-15.278733333333332,-15.745,-14.798466666666666,-15.126399999999999,-15.492066666666668,-12.388200000000003,-14.070200000000002,-14.885,-14.005533333333334,-13.904933333333334,-16.584666666666667,-14.292733333333333,-17.234533333333335,-15.685599999999997,-14.441666666666668,-15.631666666666664,-16.253,-13.141199999999998,-13.8424,-13.106399999999999,-15.314199999999998,-14.907199999999998,-14.04353333333333,-15.809066666666666,-13.068399999999997,-15.156000000000002,-15.917066666666667,-12.486866666666662,-15.911933333333335,-17.3658,-13.233533333333334,-17.2068,-13.311266666666667,-17.31613333333333,-14.916933333333331,-16.84026666666667,-19.215533333333333,-16.153733333333328,-21.13006666666667,-14.836200000000002,-14.984666666666666,-15.361599999999997,-13.773400000000002,-16.627733333333335,-13.974,-14.7554,-17.252866666666666,-12.735533333333334,TRAAARJ128F9320760,Pop_Rock
6,-31.980090909090908,-21.562090909090905,-18.53190909090909,-14.532818181818184,-10.648272727272726,-9.711818181818183,-10.297545454545455,-12.633636363636363,-11.844272727272728,-10.023636363636363,-10.575363636363637,-11.147636363636364,-11.519545454545456,-11.337454545454547,-12.165636363636361,-10.656727272727274,-10.54490909090909,-11.344545454545454,-10.827636363636364,-11.051454545454545,-10.917181818181819,-11.978727272727275,-9.889909090909091,-10.025454545454544,-10.944363636363635,-11.200454545454546,-10.654272727272728,-11.117909090909091,-10.843545454545454,-10.790636363636363,-10.516999999999998,-11.344818181818182,-12.195727272727275,-11.96627272727273,-12.565363636363635,-12.413,-11.463363636363637,-11.591090909090909,-11.125727272727273,-10.684363636363637,-11.002272727272727,-10.833,-10.987363636363636,-11.152090909090909,-11.097727272727273,-10.66909090909091,-10.758727272727272,-10.362272727272726,-9.80490909090909,-9.85918181818182,-10.496090909090908,-11.184363636363639,-10.059272727272727,-10.205727272727271,-11.192181818181817,-11.398636363636363,-13.366909090909092,-10.119181818181818,-9.67909090909091,-8.813545454545455,TRAAAVO128F93133D4,Pop_Rock
7,-26.394999999999996,-23.843411764705884,-15.956235294117645,-11.751058823529414,-12.108705882352941,-9.11,-13.297058823529413,-11.758823529411767,-10.573058823529415,-10.416941176470587,-8.395882352941177,-10.036058823529412,-10.503411764705884,-11.45829411764706,-10.810470588235296,-11.063176470588234,-11.628,-9.905352941176472,-10.209588235294119,-9.370764705882355,-8.717823529411763,-9.08964705882353,-9.951823529411763,-10.861941176470587,-10.25564705882353,-8.58494117647059,-8.787235294117647,-8.215588235294119,-10.336294117647057,-9.051352941176471,-8.694823529411766,-8.639470588235294,-7.860117647058824,-8.474294117647059,-7.9946470588235305,-7.740529411764705,-12.907588235294115,-15.21382352941176,-10.409882352941175,-9.260235294117646,-8.014999999999999,-8.260588235294119,-7.955176470588237,-8.692705882352941,-9.450058823529414,-9.471647058823532,-8.010470588235293,-8.350411764705884,-8.006470588235295,-8.599058823529411,-7.713823529411764,-8.620294117647061,-9.07870588235294,-7.3956470588235295,-7.887941176470588,-7.547470588235295,-7.295352941176471,-8.01829411764706,-7.940882352941177,-7.718058823529411,TRAABJV128F1460C49,Electronic
8,-26.006259259259263,-22.226037037037035,-17.694074074074074,-17.540629629629628,-17.391592592592595,-15.319259259259256,-14.422185185185189,-15.986296296296295,-18.298296296296297,-17.590740740740742,-16.361666666666665,-18.234407407407407,-14.81866666666667,-13.673259259259257,-15.022296296296295,-16.020148148148145,-13.114,-11.979222222222225,-5.748,-7.592666666666667,-13.872185185185188,-14.973333333333333,-15.466037037037037,-15.721925925925925,-15.28688888888889,-15.133259259259258,-16.26248148148148,-13.985888888888887,-15.750740740740738,-19.12696296296297,-17.6787037037037,-17.334629629629625,-15.892999999999995,-15.644037037037037,-14.266111111111107,-14.609444444444446,-14.239851851851851,-11.745592592592589,-11.413814814814813,-8.778666666666668,-9.215037037037035,-8.048666666666666,-7.664222222222223,-7.361851851851854,-7.02014814814815,-7.544925925925925,-6.792962962962962,-7.051,-6.631925925925926,-5.445111111111111,-7.365370370370369,-13.529407407407406,-13.986296296296295,-7.7561481481481485,-6.965740740740741,-7.191777777777777,-6.501666666666666,-6.981037037037036,-7.21488888888889,-13.785703703703703,TRAABLR128F423B7E3,Pop_Rock
9,-20.9775,-18.8378,-13.3094,-14.626799999999998,-12.625499999999999,-11.9757,-11.8149,-11.063500000000001,-10.081399999999999,-8.5381,-9.7668,-9.506699999999999,-8.353100000000001,-9.5684,-8.725800000000001,-10.935500000000001,-11.594100000000001,-10.111299999999998,-10.3894,-8.413300000000001,-9.3556,-7.4726,-8.2869,-7.2256,-7.9902000000000015,-8.1509,-9.4577,-10.410300000000003,-8.321000000000002,-8.82,-8.946200000000001,-6.225499999999999,-5.850300000000001,-7.975499999999999,-11.694500000000001,-10.4488,-12.5399,-12.383399999999998,-15.365200000000002,-10.773100000000001,-9.1208,-7.7859,-8.178099999999997,-8.321900000000001,-5.5304,-5.963700000000001,-4.9509,-4.8529,-4.278700000000001,-5.948300000000001,-5.799,-4.4855,-5.975899999999999,-5.7974,-6.5092,-5.9574,-6.569,-8.506499999999999,-10.108100000000002,-21.227899999999998,TRAABXG128F9318EBD,Pop_Rock
10,-26.31953846153846,-17.234923076923074,-15.446230769230768,-18.974769230769233,-15.704384615384615,-15.971307692307688,-10.511923076923079,-11.961076923076924,-11.04476923076923,-12.461923076923076,-11.896384615384617,-13.564923076923078,-14.729384615384614,-9.577384615384618,-12.598692307692307,-11.017384615384616,-9.686923076923076,-10.412846153846154,-14.333384615384615,-12.10476923076923,-9.029307692307693,-7.453538461538463,-9.528538461538462,-12.533769230769233,-11.559153846153846,-15.385769230769235,-11.586153846153845,-11.374384615384615,-10.034461538461539,-14.147923076923076,-13.893692307692307,-16.45953846153846,-15.14423076923077,-16.953384615384614,-8.85553846153846,-8.783384615384616,-13.398538461538465,-16.92315384615385,-10.96153846153846,-10.155307692307693,-11.103,-10.386384615384618,-15.290615384615382,-13.845692307692305,-13.472153846153844,-17.750384615384615,-16.900923076923075,-13.634153846153847,-10.31953846153846,-10.425461538461539,-11.939692307692308,-11.261307692307692,-19.825076923076924,-10.861999999999998,-13.29169230769231,-8.396307692307694,-13.149461538461539,-10.794769230769232,-11.195461538461538,-6.398538461538461,TRAABYW128F4244559,Pop_Rock
11,-12.218545454545454,-6.140272727272728,-6.681363636363636,-5.133727272727272,-6.069818181818183,-6.65709090909091,-6.993818181818182,-5.795,-6.8984545454545465,-5.819636363636363,-3.394090909090909,-4.400272727272728,-6.252909090909091,-6.251272727272728,-6.003090909090909,-5.908545454545455,-4.697727272727272,-4.814181818181819,-4.85009090909091,-4.304545454545455,-2.9993636363636367,-3.5189999999999997,-3.5020909090909096,-4.042545454545455,-3.5491818181818187,-3.2818181818181826,-4.037454545454545,-3.5477272727272724,-3.885454545454545,-3.9319999999999995,-3.2905454545454544,-13.213363636363637,-13.34309090909091,-12.95290909090909,-14.384818181818183,-11.514818181818184,-12.438545454545453,-12.849818181818183,-9.987727272727273,-9.104909090909091,-9.469727272727273,-8.485818181818182,-8.787909090909091,-10.279181818181819,-7.261181818181819,-6.250909090909091,-9.701727272727272,-7.341272727272727,-5.474636363636362,-3.1286363636363643,-3.2870909090909093,-3.422818181818182,-3.634636363636363,-3.615636363636364,-3.4377272727272725,-3.563363636363636,-4.0419090909090905,-4.433818181818181,-4.496363636363637,-3.819272727272727,TRAACER128F4290F96,Pop_Rock
12,-25.24285714285714,-20.757714285714286,-17.09414285714286,-19.110142857142858,-18.098000000000003,-25.35457142857143,-19.390142857142855,-18.59942857142857,-22.705714285714286,-29.299285714285713,-17.675428571428572,-25.346714285714285,-19.758285714285712,-20.180428571428568,-19.583571428571425,-24.644857142857145,-29.351714285714287,-21.529857142857143,-18.808857142857143,-18.891714285714283,-17.252142857142857,-19.067571428571426,-21.364714285714285,-21.835714285714285,-19.659142857142857,-19.800285714285714,-19.857428571428574,-17.389571428571426,-18.98942857142857,-26.347142857142863,-24.797,-18.953142857142858,-21.478285714285715,-19.892142857142858,-18.506714285714285,-16.888142857142856,-25.560285714285715,-27.07171428571429,-20.79885714285714,-18.44757142857143,-19.52185714285714,-17.556142857142856,-23.05857142857143,-25.051714285714286,-18.66014285714286,-17.91557142857143,-18.706857142857142,-20.163000000000004,-18.582714285714285,-17.905571428571427,-18.619285714285716,-18.16257142857143,-19.82785714285714,-17.47657142857143,-20.994714285714288,-28.393714285714285,-26.78085714285714,-17.792285714285715,-20.617857142857144,-17.167571428571428,TRAACOW128F933E35F,Pop_Rock
13,-35.67592857142857,-28.402785714285717,-27.521071428571425,-21.65171428571428,-23.407642857142857,-13.902500000000002,-19.356642857142862,-23.454500000000003,-14.780714285714286,-16.546357142857147,-24.071428571428573,-14.0255,-19.016500000000004,-19.49,-16.465714285714284,-13.293142857142858,-11.835285714285716,-13.055857142857144,-13.140214285714288,-14.182357142857144,-9.100357142857142,-10.446857142857144,-10.109142857142857,-10.7715,-12.096785714285716,-9.90135714285714,-10.762357142857143,-11.514928571428571,-25.473642857142856,-19.59314285714286,-25.4215,-30.084214285714285,-17.731642857142855,-19.268357142857145,-14.111214285714285,-25.037714285714284,-25.259214285714286,-21.137714285714285,-29.68071428571429,-21.54307142857143,-19.973071428571433,-13.029857142857145,-16.519214285714284,-10.438928571428573,-12.895785714285713,-9.950214285714285,-14.090714285714286,-10.973928571428571,-13.915785714285716,-15.370142857142856,-16.195214285714282,-11.468714285714285,-12.92592857142857,-8.329214285714286,-9.254500000000002,-8.973071428571428,-9.621214285714284,-13.000928571428572,-20.186999999999994,-23.803214285714283,TRAACPE128F421C1B9,Pop_Rock
14,-54.863807692307695,-49.22796153846153,-42.91326923076924,-37.56757692307691,-32.18238461538462,-30.42476923076923,-29.466769230769234,-27.65396153846154,-26.356615384615388,-24.29615384615385,-22.817269230769227,-21.883230769230767,-22.31326923076923,-20.39623076923077,-20.060153846153845,-20.06023076923077,-20.395384615384618,-19.83334615384615,-21.875615384615386,-17.166923076923073,-17.142384615384614,-16.294653846153846,-17.522000000000002,-19.091192307692307,-16.31596153846154,-16.87057692307692,-20.660999999999998,-19.839538461538464,-19.91,-19.864653846153846,-20.27726923076923,-16.303461538461537,-15.889500000000002,-15.836769230769233,-17.979,-19.321230769230773,-15.67630769230769,-16.124461538461542,-16.052653846153845,-15.553807692307693,-15.19919230769231,-16.23819230769231,-16.715769230769233,-14.821000000000005,-15.736076923076924,-16.19019230769231,-14.221884615384615,-14.03342307692308,-14.079192307692308,-13.633884615384618,-13.645961538461536,-13.484499999999999,-13.677807692307693,-13.360000000000001,-13.177269230769234,-13.667807692307692,-13.663153846153845,-13.644153846153845,-13.96326923076923,-12.871384615384615,TRAACQT128F9331780,Pop_Rock
15,-16.67866666666667,-16.784555555555556,-16.101444444444443,-16.29133333333333,-14.850444444444443,-12.50622222222222,-13.758333333333333,-13.43988888888889,-12.608777777777778,-12.875444444444446,-12.511444444444443,-12.003222222222222,-12.379222222222221,-12.625666666666667,-13.470333333333333,-14.034444444444446,-14.600000000000001,-11.647555555555556,-12.754,-13.141888888888888,-11.544777777777778,-11.895999999999999,-11.38788888888889,-11.511222222222223,-13.045333333333335,-10.895111111111111,-11.288,-12.456777777777779,-11.075888888888889,-13.151444444444445,-14.208222222222224,-13.038444444444444,-12.148444444444445,-9.800666666666666,-9.449,-12.450666666666669,-12.234555555555556,-11.652777777777779,-10.916111111111112,-10.938666666666668,-10.386000000000001,-12.667444444444445,-10.774555555555555,-10.752888888888888,-12.107888888888889,-10.014333333333333,-12.818444444444445,-14.772,-11.42677777777778,-11.898000000000001,-9.411999999999999,-9.888222222222224,-11.176444444444444,-11.35688888888889,-11.041333333333332,-10.692777777777776,-10.646444444444443,-12.049777777777777,-12.101999999999999,-11.408999999999999,TRAACSL128F93462F4,Pop_Rock
